rating,reviews,company,province,parsed_date,processed_reviews,tokenized_reviews,topic
5,JNT bagus tapi knph kok di online store wilayah pengiriman ke merauke jnt tdk bisa y,JNT,Papua Selatan,2021-01-21,bagus knph online toko wilayah kirim merauke ya,"['bagus', 'knph', 'online', 'toko', 'wilayah', 'kirim', 'merauke', 'ya']",Pelayanan Bagus
4,"Lumayan, hanya pengiriman luar kota seminggu sekali jadinya lama prosesnya.",JNT,Papua Selatan,2021-01-21,kirim kota minggu lambat proses,"['kirim', 'kota', 'minggu', 'lambat', 'proses']",Pelayanan Bagus
4,Mantab... cek barang langsung walaupun resi belum update...😃 …,JNT,Papua Selatan,2021-01-21,cek langsung resi update,"['cek', 'langsung', 'resi', 'update']",Pelayanan Bagus
5,Kios AGZ,JNT,Papua Selatan,2021-01-21,kios agz,"['kios', 'agz']",Pelayanan Bagus
5,Syh suka bisa mengantar ke alaman rumah pula dan di di antr ke pemilik nya lngsung,JNT,Papua Selatan,2021-01-21,syh antar alam rumah antr milik lngsung,"['syh', 'antar', 'alam', 'rumah', 'antr', 'milik', 'lngsung']",Pelayanan Bagus
5,"Pengiriman cukup cepat
Kami puas dengan pelayanannya",JNT,Papua Selatan,2021-01-21,kirim cepat puas layan,"['kirim', 'cepat', 'puas', 'layan']",Pelayanan Bagus
5,"Bagus"" saja...  Sesuai perkiraan..",JNT,Papua Selatan,2021-01-21,bagus sesuai kira,"['bagus', 'sesuai', 'kira']",Pelayanan Bagus
4,Cukup baik ya..,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Tengah kota dan pelayanan yang baik,JNT,Papua Selatan,2021-01-21,kota layan,"['kota', 'layan']",Pelayanan Bagus
4,Kurang dalam pelayananx,JNT,Papua Selatan,2021-01-21,pelayananx,['pelayananx'],Pelayanan Bagus
5,Bagus banget pelayananx,JNT,Papua Selatan,2021-01-21,bagus pelayananx,"['bagus', 'pelayananx']",Pelayanan Bagus
5,Pelayanan baik,JNT,Papua Selatan,2021-01-21,layan,['layan'],Pelayanan Bagus
5,ramah,JNT,Papua Selatan,2021-01-21,ramah,['ramah'],Pelayanan Bagus
5,Mantul,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Keren,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Salah satu Layanan Pengiriman Barang dan dokumen yang murah dan Cepat. Bisa menjadi  salah 1 Jasa Pengiriman yg bisa dipertimbangkan saat anda mau kirim barang dari Timika ke Daerah Lain,JNT,Papua Tengah,2021-01-21,salah kirim dokumen murah cepat salah jasa kirim timbang timika daerah,"['salah', 'kirim', 'dokumen', 'murah', 'cepat', 'salah', 'jasa', 'kirim', 'timbang', 'timika', 'daerah']",Pelayanan Bagus
4,"Dengan melayani sampai ribuan paket setiap hari.. Saran saya agar cepat diterima barangx, silahkan datang ambil langsung di kantor J&T.
Dengan menunjukkan nomor resi, maaf karyawan mereka sedikit, dan harus kerja extra setiap hari... Tetap semangat.. Salam Sehat... 🙏 …",JNT,Papua Tengah,2021-01-21,layan ribu saran cepat terima barangx silah langsung kantor nomor resi maaf karyawan kerja extra semangat salam sehat,"['layan', 'ribu', 'saran', 'cepat', 'terima', 'barangx', 'silah', 'langsung', 'kantor', 'nomor', 'resi', 'maaf', 'karyawan', 'kerja', 'extra', 'semangat', 'salam', 'sehat']",Pelayanan Bagus
5,"Pengiriman cepat dan aman, Paket sampai dengan selamat",JNT,Papua Tengah,2021-01-21,kirim cepat aman,"['kirim', 'cepat', 'aman']",Pelayanan Bagus
5,"Saya rasa untuk beberapa kurir memang malas dalam hal pengantaran, tapi ada jga beberapa kurir yg ramah... …",JNT,Papua Tengah,2021-01-21,malas antar ramah,"['malas', 'antar', 'ramah']",Pelayanan Bagus
4,Pengantaran ok,JNT,Papua Tengah,2021-01-21,antar,['antar'],Pelayanan Bagus
4,"Saran saja, tolong di sediakan kertas kecil dengan pena untuk orang orang tulis no resi, agar terartur",JNT,Papua Tengah,2021-01-21,saran sedia kertas pena orang orang tulis nomor resi terartur,"['saran', 'sedia', 'kertas', 'pena', 'orang', 'orang', 'tulis', 'nomor', 'resi', 'terartur']",Pelayanan Bagus
4,"Bagus pelayanan.ny kirim barang bisa antr jmput cuma agak telat dtg.ny..
Semoga lebih baik lg ke depan.ny.. pokok.ny mantap lah.. 😊👍👍 …",JNT,Papua Tengah,2021-01-21,bagus layan ny antr jmput lambat ny moga ny ny bagus ,"['bagus', 'layan', 'ny', 'antr', 'jmput', 'lambat', 'ny', 'moga', 'ny', 'ny', 'bagus']",Pelayanan Bagus
5,Andalan,JNT,Papua Tengah,2021-01-21,andal,['andal'],Pelayanan Bagus
5,Keren,JNT,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,mantap lah pokok nya abang ramah trs lumayan cepat jg  mantap👍👍✌ …,JNT,Papua Tengah,2021-01-21,bagus  abang ramah cepat bagus,"['bagus', 'abang', 'ramah', 'cepat', 'bagus']",Pelayanan Bagus
5,Pelayanan sangat memuaskan,JNT,Papua Tengah,2021-01-21,layan muas,"['layan', 'muas']",Pelayanan Bagus
5,Cukup baik,JNT,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Beres,JNT,Papua Tengah,2021-01-21,beres,['beres'],Pelayanan Bagus
5,Sayap,JNT,Papua Tengah,2021-01-21,sayap,['sayap'],Pelayanan Bagus
5,Bagus,JNT,Papua Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Mamudahkan,JNT,Papua Tengah,2021-01-21,mamudahkan,['mamudahkan'],Pelayanan Bagus
4,"Pertama kali ngirim barang disini,Perginya pagi hari tempatnya lowong, pelayanan cepat, customer service ramah.. buka pk 08.00 pagi, tutup pk 21.30wib. pembayaran tunai atau non tunai (shoppepay). pengiriman harga worthit banget..",JNT,Riau,2021-01-21,pergi pagi tempat lowong layan cepat customer service ramah pakai pagi tutup pakai wib bayar tunai non tunai shoppepay kirim harga worthit,"['pergi', 'pagi', 'tempat', 'lowong', 'layan', 'cepat', 'customer', 'service', 'ramah', 'pakai', 'pagi', 'tutup', 'pakai', 'wib', 'bayar', 'tunai', 'non', 'tunai', 'shoppepay', 'kirim', 'harga', 'worthit']",Pelayanan Bagus
5,tempat mudah di cari di pinggir jalan Raya elayan cepat tinggal pilih jenis pengiriman barang via jasa expedisi yg sesuai,JNT,Riau,2021-01-21,mudah cari pinggir jalan raya elayan cepat tinggal pilih jenis kirim via jasa ekspedisi sesuai,"['mudah', 'cari', 'pinggir', 'jalan', 'raya', 'elayan', 'cepat', 'tinggal', 'pilih', 'jenis', 'kirim', 'via', 'jasa', 'ekspedisi', 'sesuai']",Pelayanan Bagus
5,Pengiriman dgn harga murah dan cepat. Semoga pelayanannya tetap selalu terbaik.,JNT,Riau,2021-01-21,kirim harga murah cepat moga layan baik,"['kirim', 'harga', 'murah', 'cepat', 'moga', 'layan', 'baik']",Pelayanan Bagus
5,Miniatur truck oleng pekanbaru satu satu nya di riau yg unik terbuat dri kayu.. yg kokoh.. mainn sekedar hobi dan anak anak tercinta,JNT,Riau,2021-01-21,miniatur truck oleng riau unik buat kayu kokoh mainn dar hobi anak anak cinta,"['miniatur', 'truck', 'oleng', 'riau', 'unik', 'buat', 'kayu', 'kokoh', 'mainn', 'dar', 'hobi', 'anak', 'anak', 'cinta']",Pelayanan Bagus
4,Nyari J&T Trucking (cargo) dibilang ada oleh security. Sampe dalam dikasih tahu admin rupanya beda lagi kantornya. Mana barangnya besar..sulit untuk dipindah2..,JNT,Riau,2021-01-21,cari trucking cargo bilang security kasih admin beda kantor barang sulit pindah,"['cari', 'trucking', 'cargo', 'bilang', 'security', 'kasih', 'admin', 'beda', 'kantor', 'barang', 'sulit', 'pindah']",Pelayanan Bagus
5,"Case clear.. terima kasih J&T. Lain kali tolong lebih teliti, supaya tidak merugikan pengirim.",JNT,Riau,2021-01-21,case clear teliti rugi kirim,"['case', 'clear', 'teliti', 'rugi', 'kirim']",Pelayanan Bagus
5,"Selamat dan sukses segenap yayasan atas pembukaan SD Tahfidz Adiba Islamic School, Semoga menjadi sumber Ilmu yang bermanfaat dan cemerlang, bagi kita semua😇🥰 …",JNT,Riau,2021-01-21,sukses segenap yayasan buka sd tahfidz adiba islamic school moga sumber ilmu manfaat cemerlang,"['sukses', 'segenap', 'yayasan', 'buka', 'sd', 'tahfidz', 'adiba', 'islamic', 'school', 'moga', 'sumber', 'ilmu', 'manfaat', 'cemerlang']",Pelayanan Bagus
4,"Lokasi di Jl. Setia Budi depannya juga ada JNE

Karyawannya rame. …",JNT,Riau,2021-01-21,lokasi jl setia budi depan karyawannya ramai,"['lokasi', 'jl', 'setia', 'budi', 'depan', 'karyawannya', 'ramai']",Pelayanan Bagus
5,"Kadang ngirim paket kalau udh hampir jam 10 malam selalu kesini, walaupun jauh bgt dr rumah, tetap dikejarin supaya pengiriman bs cepat, karna cuma ini yg masih buka. Kalau yg lain di pekanbaru jam setengah 10 udah tutup.",JNT,Riau,2021-01-21,kadang malam kesini rumah dikejarin kirim cepat tutup,"['kadang', 'malam', 'kesini', 'rumah', 'dikejarin', 'kirim', 'cepat', 'tutup']",Pelayanan Bagus
5,"good office jnt terdekat dan satu satunya di rumbai ya pelayanan bagus, baik, ramah mayan gercep juga tapi ya emg sayang kalau ada tukang parkirnya tuh hmm hadeh apalagi cuma pengajuan pengembalian ya kek ya kadang"" sengaja ga bw 💸 krn cuma mau ngembaliin barang aja …",JNT,Riau,2021-01-21,bagus office dekat satu rumbai layan bagus ramah gercep sayang tukang parkir hmm hadeh aju kembali kadang sengaja bawa ngembaliin,"['bagus', 'office', 'dekat', 'satu', 'rumbai', 'layan', 'bagus', 'ramah', 'gercep', 'sayang', 'tukang', 'parkir', 'hmm', 'hadeh', 'aju', 'kembali', 'kadang', 'sengaja', 'bawa', 'ngembaliin']",Pelayanan Bagus
5,"Mbak paket saya dari Muara Labuhan. Ke pekan baru berupa jam tangan merk ripcurl.
Atas nama penerima candra seputra. …",JNT,Riau,2021-01-21,mbak muara labuh pekan tangan merk ripcurl terima candra putra,"['mbak', 'muara', 'labuh', 'pekan', 'tangan', 'merk', 'ripcurl', 'terima', 'candra', 'putra']",Pelayanan Bagus
4,"Paket tgl 17 juni 2019 telah sampai ke drop point J&T payung sekaki An. Lengkos Manerri salah, ini keliru seharusx ke drop point J&T tampan tolong diteruskan besok ke alamat Penerima. Terima kasih",JNT,Riau,2021-01-21,juni drop point payung sekak lengkos manerri salah keliru seharusx drop point tampan terus besok terima,"['juni', 'drop', 'point', 'payung', 'sekak', 'lengkos', 'manerri', 'salah', 'keliru', 'seharusx', 'drop', 'point', 'tampan', 'terus', 'besok', 'terima']",Pelayanan Bagus
5,Pelayanan cepat dan tepat,JNT,Riau,2021-01-21,layan cepat tepat,"['layan', 'cepat', 'tepat']",Pelayanan Bagus
5,"Lokasinya bagus. Parkir lumayan. Pelayanan bagus. Biasanya minta packing kan. Biar aman, serahkan pada ahlinya. Hahaha …",JNT,Riau,2021-01-21,lokasi bagus parkir layan bagus packing aman serah ahli hahaha,"['lokasi', 'bagus', 'parkir', 'layan', 'bagus', 'packing', 'aman', 'serah', 'ahli', 'hahaha']",Pelayanan Bagus
5,Kecepatan pengiriman standar 4 hari tapi ga pernah bermasalah dan barang selalu sampai. Sesuai dengan harga yg ga terlalu mahal juga dan terkadang dapat gratis ongkir.,JNT,Riau,2021-01-21,cepat kirim standar masalah sesuai harga mahal terkadang gratis ongkir,"['cepat', 'kirim', 'standar', 'masalah', 'sesuai', 'harga', 'mahal', 'terkadang', 'gratis', 'ongkir']",Pelayanan Bagus
4,"pleaseeee laaahhh ,,, nomor telp nya yang mana siiihhh ,, pakai gag sih tu telp/hp,, di hubungiiiinn gag diangkat angkat , kan jadi susah nanya nanya paket nyaaaaa, mesti pulak kesana duluuuuuu",JNT,Riau,2021-01-21,tolonge  nomor telpon pakai telfon handphone pas telpon angkat susah paket kesana,"['tolonge', 'nomor', 'telpon', 'pakai', 'telfon', 'handphone', 'pas', 'telpon', 'angkat', 'susah', 'paket', 'kesana']",Pelayanan Bagus
5,Mau kirim paket cepet pakai aja J&T. Petugasnya ramah...dijelaskan mengenai barang kirim yang akan kita paketkan. Biaya juga lebih murah dengan kurir sejenis dengan kota yang sama dan segera tiba ditujuan. Tingkat dan pertahankan....,JNT,Riau,2021-01-21,cepat pakai tugas ramah paket biaya murah jenis kota tuju tingkat tahan,"['cepat', 'pakai', 'tugas', 'ramah', 'paket', 'biaya', 'murah', 'jenis', 'kota', 'tuju', 'tingkat', 'tahan']",Pelayanan Bagus
5,"Sampai di kantor J&T cabang teluk kuantan sudah 1 jam saya menunggu pelayanan lambat,sampai 4 orang yg menanyakan resi krpada saya,di cek barang sudah sampai,barang nya tak ada karyawan kebanyakan ngobrol ketawa sambil bergurau",JNT,Riau,2021-01-21,kantor cabang teluk antan tunggu layan lambat orang resi krpada cek karyawan banyak bicara ketawa gurau,"['kantor', 'cabang', 'teluk', 'antan', 'tunggu', 'layan', 'lambat', 'orang', 'resi', 'krpada', 'cek', 'karyawan', 'banyak', 'bicara', 'ketawa', 'gurau']",Pelayanan Bagus
4,Kalau parkir mobil. Mgkn agak susah,JNT,Riau,2021-01-21,parkir mobil sulit,"['parkir', 'mobil', 'sulit']",Pelayanan Bagus
4,"Best service, tapi kenapa kirim paket Pekanbaru-Lampung harus transit ke Jkt dulu min?? Padahal untuk pku-jakarta melalui rute lampung. Info dong alasannya,",JNT,Riau,2021-01-21,service transit pku rute informasi  alas,"['service', 'transit', 'pku', 'rute', 'informasi', 'alas']",Pelayanan Bagus
4,"paket udah sampai bbrp hari di Pekanbaru, baru diantar ke rumah...lama banget pengiriman nya",JNT,Riau,2021-01-21,antar rumah lambat kirim,"['antar', 'rumah', 'lambat', 'kirim']",Pelayanan Bagus
5,J&t rata2 cepat dalam proses pengiriman nya,JNT,Riau,2021-01-21,cepat proses kirim,"['cepat', 'proses', 'kirim']",Pelayanan Bagus
5,Buka sampe malam,JNT,Riau,2021-01-21,malam,['malam'],Pelayanan Bagus
5,Pelayanan nya bagus,JNT,Riau,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
5,Respon semua staf baik dan cepat,JNT,Riau,2021-01-21,respon staf cepat,"['respon', 'staf', 'cepat']",Pelayanan Bagus
5,Ibu kafe,JNT,Riau,2021-01-21,kafe,['kafe'],Pelayanan Bagus
5,Pelayanan bagus dan cepat,JNT,Riau,2021-01-21,layan bagus cepat,"['layan', 'bagus', 'cepat']",Pelayanan Bagus
4,Hanya cinta,JNT,Riau,2021-01-21,cinta,['cinta'],Pelayanan Bagus
5,Luar biasa,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Bagus,JNT,Riau,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,9/10.,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Cpt pelayanan bagus,JNT,Riau,2021-01-21,cepat layan bagus,"['cepat', 'layan', 'bagus']",Pelayanan Bagus
5,ya.. berlangganan,JNT,Riau,2021-01-21,langgan,['langgan'],Pelayanan Bagus
5,dkk,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Reguler2,JNT,Riau,2021-01-21,atur,['atur'],Pelayanan Bagus
5,Dia dicambuk,JNT,Riau,2021-01-21,cambuk,['cambuk'],Pelayanan Bagus
5,Jika,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Jnt,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Bagus,JNT,Riau,2021-01-21,bagus,['bagus'],Pelayanan Bagus
4,Besar,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Assalamualaikum kak..bisa tidak secepatnya paket z dikirim kepinrang sdah lama tertahan dipolewali sdah hampir 1 bulan alasannya selalu overload ,stidaknya dikirimlah kpinrang kak..biar z sndirin yg prgi ambil dipinrang,klw mmang overload stidaknya tambah karyawan bnyak2..apalagi jnt kan skrg kerja sama dengan shopee,tokped dll.",JNT,Sulawesi Barat,2021-01-21,cepat z kirim kepinrang lambat tahan dipolewali alas overload stidaknya kirim kpinrang z sndirin prgi dipinrang mmang overload stidaknya karyawan bnyak kerja,"['cepat', 'z', 'kirim', 'kepinrang', 'lambat', 'tahan', 'dipolewali', 'alas', 'overload', 'stidaknya', 'kirim', 'kpinrang', 'z', 'sndirin', 'prgi', 'dipinrang', 'mmang', 'overload', 'stidaknya', 'karyawan', 'bnyak', 'kerja']",Pelayanan Bagus
4,"Minta no yg aktiv dong, paket saya kesasar ke polewali harusnya ke soppeng",JNT,Sulawesi Barat,2021-01-21,nomor aktiv  kesasar polewali soppeng,"['nomor', 'aktiv', 'kesasar', 'polewali', 'soppeng']",Pelayanan Bagus
5,Aku lebih suka pngirimn j&t.. selain aman pengirimannya juga lebih cepat,JNT,Sulawesi Barat,2021-01-21,pngirimn aman kirim cepat,"['pngirimn', 'aman', 'kirim', 'cepat']",Pelayanan Bagus
4,alhamdulillah gnti kurir mi wkwk,JNT,Sulawesi Barat,2021-01-21,gnti mi wkwk,"['gnti', 'mi', 'wkwk']",Pelayanan Bagus
5,Semoga peningkatan layanannya lebih diperbaiki lagi,JNT,Sulawesi Barat,2021-01-21,moga tingkat layan baik,"['moga', 'tingkat', 'layan', 'baik']",Pelayanan Bagus
5,Masjid Al Munawarah nyaman dan tenang bersih,JNT,Sulawesi Barat,2021-01-21,masjid al munawarah nyaman tenang bersih,"['masjid', 'al', 'munawarah', 'nyaman', 'tenang', 'bersih']",Pelayanan Bagus
5,Bagus kurirnya ramah,JNT,Sulawesi Barat,2021-01-21,bagus kurir ramah,"['bagus', 'kurir', 'ramah']",Pelayanan Bagus
5,Kirim paket terima paket,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Pelayanan Oke,JNT,Sulawesi Barat,2021-01-21,layan,['layan'],Pelayanan Bagus
5,Jss,JNT,Sulawesi Barat,2021-01-21,jss,['jss'],Pelayanan Bagus
5,Oke,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,mntp,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Alhamdulillah ya,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
4,"kalau lagi bayar sama kurir selalu ada lebihnya seribu, bukan soal uangnya tp kan tidak sesuai dengan yang di nominal harga, beda denga dengan kurir 2 yang lain",JNT,Sulawesi Selatan,2021-01-21,bayar lebih ribu uang sesuai nominal harga beda denga,"['bayar', 'lebih', 'ribu', 'uang', 'sesuai', 'nominal', 'harga', 'beda', 'denga']",Pelayanan Bagus
5,Kurirnya ramah² pengeriman cepat dan pada saat penjemputan paket/ PU cepat di proses semoga JNT tetap kompak,JNT,Sulawesi Selatan,2021-01-21,kurir ramah rim cepat jemput pu cepat proses moga kompak,"['kurir', 'ramah', 'rim', 'cepat', 'jemput', 'pu', 'cepat', 'proses', 'moga', 'kompak']",Pelayanan Bagus
5,"Paket yang saya beli di Toko Online tiba tepat waktu. Saya sangat senang, karena pengiriman sesuai perkiraan waktu yang telah ditentukan. Paket saya tiba dengan aman. Waktu pengiriman paket sesuai sehingga saya dapat memperkirakan kapan …",JNT,Sulawesi Selatan,2021-01-21,beli toko online tepat waktu kirim sesuai kira waktu tentu aman waktu kirim sesuai,"['beli', 'toko', 'online', 'tepat', 'waktu', 'kirim', 'sesuai', 'kira', 'waktu', 'tentu', 'aman', 'waktu', 'kirim', 'sesuai']",Pelayanan Bagus
4,Paket untuk di gowa kapan sampenya ke j&t limbung status tidak bergerak selalu bilangnya di berangkatkan ke gowa kapan sampenya nie udah semingguan paketnya gk nyampe2 terimakasih semoga segera di proses.,JNT,Sulawesi Selatan,2021-01-21,gowa sampenya limbung gerak bilang berangkat gowa sampenya minggu paket moga proses,"['gowa', 'sampenya', 'limbung', 'gerak', 'bilang', 'berangkat', 'gowa', 'sampenya', 'minggu', 'paket', 'moga', 'proses']",Pelayanan Bagus
4,Bagus,JNT,Sulawesi Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Menyukai,JNT,Sulawesi Selatan,2021-01-21,suka,['suka'],Pelayanan Bagus
5,Kantor yang bagus,JNT,Sulawesi Selatan,2021-01-21,kantor bagus,"['kantor', 'bagus']",Pelayanan Bagus
5,"J&t sekarang sudah makin membaik, estimasi 3 hari tepat, kurir kalau mau antar paket pasti di chat dlu.
khususnya kurir yg antar paket bagian palu timur mantap. …",JNT,Sulawesi Tengah,2021-01-21,baik estimasi tepat chat timur bagus,"['baik', 'estimasi', 'tepat', 'chat', 'timur', 'bagus']",Pelayanan Bagus
4,"Kadang2 pengiriman barang emang lama.
Tapi saya sarankan untuk langsung mengecek kiriman ke kantornya setelah 3 hari barang terkirim.",JNT,Sulawesi Tengah,2021-01-21,kadang kirim lambat saran langsung ecek kirim kantor kirim,"['kadang', 'kirim', 'lambat', 'saran', 'langsung', 'ecek', 'kirim', 'kantor', 'kirim']",Pelayanan Bagus
5,Pak masih ada lowongan kerja disana,JNT,Sulawesi Tengah,2021-01-21,lowong kerja sana,"['lowong', 'kerja', 'sana']",Pelayanan Bagus
5,Alhamdulillah kurir jnt kali ini ramah dan sopan hehe...,JNT,Sulawesi Tengah,2021-01-21,ramah sopan,"['ramah', 'sopan']",Pelayanan Bagus
5,Mantap JNT,JNT,Sulawesi Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,"Jasa pengiriman JNT, salah satu pilihan tuk mengirim barang. Alhamdulillah sdah sering memakai jasa pengiriman ini, sejauh ini memuaskan. Ongkirnya terjangkau.",JNT,Sulawesi Tengah,2021-01-21,jasa kirim salah pilih tuk kirim pakai jasa kirim muas ongkir jangkau,"['jasa', 'kirim', 'salah', 'pilih', 'tuk', 'kirim', 'pakai', 'jasa', 'kirim', 'muas', 'ongkir', 'jangkau']",Pelayanan Bagus
4,"Pelayanan ok. Bagi pendatang akan sulit menemukan, harus benar2 jeli karena plang nama yg terpajang di tepi jalan sangat pudar. Sy bahkan harus memutar 2 kali baru menemukan tempatnya",JNT,Sulawesi Tengah,2021-01-21,layan datang sulit temu jeli plang pajang tepi jalan pudar putar temu tempat,"['layan', 'datang', 'sulit', 'temu', 'jeli', 'plang', 'pajang', 'tepi', 'jalan', 'pudar', 'putar', 'temu', 'tempat']",Pelayanan Bagus
5,Pelayanannya bagus. nggak perlu antrian lama kalau mw ambil barang di kantor j&t.,JNT,Sulawesi Tengah,2021-01-21,layan bagus antri lambat kantor,"['layan', 'bagus', 'antri', 'lambat', 'kantor']",Pelayanan Bagus
5,"Kalau ambil barang cepat disini, barang udah sampe juga di telepon, semoga ini terus menerus seperti itu. Godd job",JNT,Sulawesi Tengah,2021-01-21,cepat telepon moga terus godd,"['cepat', 'telepon', 'moga', 'terus', 'godd']",Pelayanan Bagus
5,"Layanan kurir terbaik menurutku. Tapi, sebaiknya kursinya mungkin ditambah dan dibuat sistem untuk antri",JNT,Sulawesi Tengah,2021-01-21,baik turut kursi tambah sistem antri,"['baik', 'turut', 'kursi', 'tambah', 'sistem', 'antri']",Pelayanan Bagus
4,Customer servicenya ramah cuma kalau blh ditambah lagi biar gag keteteran melayani yg datang.. terima kasih,JNT,Sulawesi Tengah,2021-01-21,customer servicenya ramah tambah keteter layan,"['customer', 'servicenya', 'ramah', 'tambah', 'keteter', 'layan']",Pelayanan Bagus
4,"J&T express cepat bagus, 1 kekurangan tlfon jam 3 sdah dijalan jam 5 smpai 😂😂 …",JNT,Sulawesi Tengah,2021-01-21,express cepat bagus kurang tlfon jalan,"['express', 'cepat', 'bagus', 'kurang', 'tlfon', 'jalan']",Pelayanan Bagus
4,"Pelayanan baik dan cepat, hanya pengiriman ke alamat sering lambat bgt..",JNT,Sulawesi Tengah,2021-01-21,layan cepat kirim lambat,"['layan', 'cepat', 'kirim', 'lambat']",Pelayanan Bagus
5,"Mantab,terima kasih👍👍👍 …",JNT,Sulawesi Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Pelayanan ramah
Barang cepat sampai
Hari minggu tetap buka
Thx J&T",JNT,Sulawesi Tengah,2021-01-21,layan ramah cepat,"['layan', 'ramah', 'cepat']",Pelayanan Bagus
4,Pelayanan J&T 👍👍 biar hari minggu juga nganter paket kerumah …,JNT,Sulawesi Tengah,2021-01-21,layan nganter rumah,"['layan', 'nganter', 'rumah']",Pelayanan Bagus
4,Klo mengirim barang dari Mamuju k lalundu bisa d antar sampai tujuan kha?,JNT,Sulawesi Tengah,2021-01-21,kirim lalundu tuju kha,"['kirim', 'lalundu', 'tuju', 'kha']",Pelayanan Bagus
5,"Pelayanan baik,  kantornya rapi bersih, dan ruang tunggu nya nyaman..",JNT,Sulawesi Tengah,2021-01-21,layan kantor rapi bersih ruang nyaman,"['layan', 'kantor', 'rapi', 'bersih', 'ruang', 'nyaman']",Pelayanan Bagus
5,Pelayanannya enak pengirimannya juga express. Mantap deh j&t express,JNT,Sulawesi Tengah,2021-01-21,layan enak kirim express bagus express,"['layan', 'enak', 'kirim', 'express', 'bagus', 'express']",Pelayanan Bagus
5,"Selama pakai jasa ini, tidak ada masalah. Semoga kedepan tetap menjaga kualitas yang bagus ini.",JNT,Sulawesi Tengah,2021-01-21,pakai jasa moga depan jaga kualitas bagus,"['pakai', 'jasa', 'moga', 'depan', 'jaga', 'kualitas', 'bagus']",Pelayanan Bagus
5,Mau kirim paket harus antri sama yang ambil paket 😂 …,JNT,Sulawesi Tengah,2021-01-21,antri,['antri'],Pelayanan Bagus
5,Pelayanan nya lumayan bagus.sayang ruang tunggu nya agak sempit,JNT,Sulawesi Tengah,2021-01-21,layan bagus sayang ruang sempit,"['layan', 'bagus', 'sayang', 'ruang', 'sempit']",Pelayanan Bagus
4,Menunggu,JNT,Sulawesi Tengah,2021-01-21,tunggu,['tunggu'],Pelayanan Bagus
5,Pelayanannya cepat.... MANTAP 👌👌👍👍 …,JNT,Sulawesi Tengah,2021-01-21,layan cepat bagus,"['layan', 'cepat', 'bagus']",Pelayanan Bagus
4,PEMBANGUNAN LOKASI POLSUBSEKTOR TATANGA POLSEK PALU SELATAN POLRESTA PALU,JNT,Sulawesi Tengah,2021-01-21,bangun lokasi polsubsektor tatanga polsek selatan polresta,"['bangun', 'lokasi', 'polsubsektor', 'tatanga', 'polsek', 'selatan', 'polresta']",Pelayanan Bagus
5,Pengiriman cepat dan pelayanannya memuaskan,JNT,Sulawesi Tengah,2021-01-21,kirim cepat layan muas,"['kirim', 'cepat', 'layan', 'muas']",Pelayanan Bagus
4,Pengiriman sering bermasalah belakangan inj,JNT,Sulawesi Tengah,2021-01-21,kirim masalah inj,"['kirim', 'masalah', 'inj']",Pelayanan Bagus
4,Pengirimannya cepat dan pelayanannya bagus,JNT,Sulawesi Tengah,2021-01-21,kirim cepat layan bagus,"['kirim', 'cepat', 'layan', 'bagus']",Pelayanan Bagus
5,"Mantap discon nya,.... Cashless",JNT,Sulawesi Tengah,2021-01-21,bagus discon cashless,"['bagus', 'discon', 'cashless']",Pelayanan Bagus
4,Pelayanan cepat... Terbaiklah...,JNT,Sulawesi Tengah,2021-01-21,layan cepat baik,"['layan', 'cepat', 'baik']",Pelayanan Bagus
5,Pengiriman barang cepwt,JNT,Sulawesi Tengah,2021-01-21,kirim cepwt,"['kirim', 'cepwt']",Pelayanan Bagus
5,Pelayanan memuaskan,JNT,Sulawesi Tengah,2021-01-21,layan muas,"['layan', 'muas']",Pelayanan Bagus
